,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,100.0
3,0.30000000000000004,100.0
4,0.4,100.0
5,0.5,100.0
6,0.6000000000000001,100.0
7,0.7000000000000001,100.0
8,0.8,100.0
9,0.9,100.0
10,1.0,100.0
11,1.1,100.0
12,1.2000000000000002,100.0
13,1.3,100.0
14,1.4000000000000001,100.0
15,1.5,100.0
16,1.6,100.0
17,1.7000000000000002,100.0
18,1.8,100.0
19,1.9000000000000001,100.0
20,2.0,100.0
21,2.1,100.0
22,2.2,100.0
23,2.3000000000000003,100.0
24,2.4000000000000004,100.0
25,2.5,100.0
26,2.6,100.0
27,2.7,100.0
28,2.8000000000000003,100.0
29,2.9000000000000004,100.0
30,3.0,100.0
31,3.1,100.0
32,3.2,100.0
33,3.3000000000000003,100.0
34,3.4000000000000004,100.0
35,3.5,100.0
36,3.6,100.0
37,3.7,100.0
38,3.8000000000000003,100.0
39,3.9000000000000004,100.0
40,4.0,100.0
41,4.1000000000000005,100.0
42,4.2,100.0
43,4.3,100.0
44,4.4,100.0
45,4.5,100.0
46,4.6000000000000005,100.0
47,4.7,100.0
48,4.800000000000001,100.0
49,4.9,100.0
50,5.0,100.0
51,5.1000000000000005,100.0
52,5.2,100.0
53,5.300000000000001,100.0
54,5.4,100.0
55,5.5,100.0
56,5.6000000000000005,100.0
57,5.7,100.0
58,5.800000000000001,100.0
59,5.9,100.0
60,6.0,100.0
61,6.1000000000000005,100.0
62,6.2,100.0
63,6.300000000000001,100.0
64,6.4,100.0
65,6.5,100.0
66,6.6000000000000005,100.0
67,6.7,100.0
68,6.800000000000001,100.0
69,6.9,100.0
70,7.0,100.0
71,7.1000000000000005,100.0
72,7.2,100.0
73,7.300000000000001,100.0
74,7.4,100.0
75,7.5,100.0
76,7.6000000000000005,100.0
77,7.7,100.0
78,7.800000000000001,100.0
79,7.9,100.0
80,8.0,100.0
81,8.1,100.0
82,8.200000000000001,100.0
83,8.3,100.0
84,8.4,100.0
85,8.5,100.0
86,8.6,100.0
87,8.700000000000001,100.0
88,8.8,100.0
89,8.9,100.0
90,9.0,100.0
91,9.1,100.0
92,9.200000000000001,100.0
93,9.3,100.0
94,9.4,100.0
95,9.5,100.0
96,9.600000000000001,100.0
97,9.700000000000001,100.0
98,9.8,100.0
99,9.9,100.0
100,10.0,100.0
101,10.100000000000001,100.0
102,10.200000000000001,100.0
103,10.3,100.0
104,10.4,100.0
105,10.5,100.0
106,10.600000000000001,100.0
107,10.700000000000001,100.0
108,10.8,100.0
109,10.9,100.0
110,11.0,100.0
111,11.100000000000001,100.0
112,11.200000000000001,100.0
113,11.3,100.0
114,11.4,100.0
115,11.5,100.0
116,11.600000000000001,100.0
117,11.700000000000001,100.0
118,11.8,100.0
119,11.9,100.0
120,12.0,100.0
121,12.100000000000001,100.0
122,12.200000000000001,100.0
123,12.3,100.0
124,12.4,100.0
125,12.5,100.0
126,12.600000000000001,100.0
127,12.700000000000001,100.0
128,12.8,100.0
129,12.9,100.0
130,13.0,100.0
131,13.100000000000001,100.0
132,13.200000000000001,100.0
133,13.3,100.0
134,13.4,100.0
135,13.5,100.0
